epoch,phase,layer,stage,mae,rmse,relative_l1,relative_l2,max_abs,samples,batches,numel
19,train,decoder.layers.3.attention.attention,attention_output,0.025965129551719642,0.04729952150865197,0.2727724469172975,0.2614050630475759,0.8577974438667297,29000,454,403607552
19,train,decoder.layers.3.crossattention.attention,qk_scores,0.043680038884674095,0.09110003555049087,0.0871160260032547,0.08706210494814574,0.9351224899291992,29000,454,177554496
19,train,decoder.layers.3.crossattention.attention,softmax_probs,0.0008436701812531508,0.0032467083801032523,0.023753360701854354,0.05075310539601527,0.14020100235939026,29000,454,177554496
19,train,decoder.layers.3.crossattention.attention,attention_output,0.01782646782564909,0.033150097226021705,0.36693302137068845,0.29796961444432896,0.6057085990905762,29000,454,403607552
19,train,decoder.layers.4.attention.attention,qk_scores,0.13842657355806906,0.21893254675845708,0.10381713583202479,0.11334091563121704,2.00565242767334,29000,454,175134272
19,train,decoder.layers.4.attention.attention,softmax_probs,0.0028090527746003307,0.00919440585199784,0.07801026084890843,0.08543929436517703,0.31302958726882935,29000,454,175134272
19,train,decoder.layers.4.attention.attention,attention_output,0.043053221995708324,0.06443374198707147,0.280319004786531,0.256516731917877,1.2812988758087158,29000,454,403607552
19,train,decoder.layers.4.crossattention.attention,qk_scores,0.12784959545457644,0.1881313575989328,0.10545021982265435,0.11185090126035382,1.7174081802368164,29000,454,177554496
19,train,decoder.layers.4.crossattention.attention,softmax_probs,0.0024781916277704682,0.007465362599019794,0.06977297637248653,0.09055817460368583,0.3158271610736847,29000,454,177554496
19,train,decoder.layers.4.crossattention.attention,attention_output,0.0328278454955921,0.05735686283621151,0.24640687841952738,0.2612144928920601,0.9940493702888489,29000,454,403607552
19,train,decoder.layers.5.attention.attention,qk_scores,0.21561795868884906,0.28106613275073694,0.11640344657708754,0.1140405963428422,2.325314521789551,29000,454,175134272
19,train,decoder.layers.5.attention.attention,softmax_probs,0.003209393833550167,0.010968739781194376,0.08912814041300755,0.091861899574058,0.36623072624206543,29000,454,175134272
19,train,decoder.layers.5.attention.attention,attention_output,0.04294271859612923,0.06847339749342443,0.190574069777994,0.20867619416868696,1.5656565427780151,29000,454,403607552
19,train,decoder.layers.5.crossattention.attention,qk_scores,0.2139958122440973,0.2835587660669715,0.12811688631430818,0.13558765956645083,2.112966537475586,29000,454,177554496
19,train,decoder.layers.5.crossattention.attention,softmax_probs,0.00320850834723032,0.010082170722300379,0.09033489363517519,0.09458012814658406,0.3546602725982666,29000,454,177554496
19,train,decoder.layers.5.crossattention.attention,attention_output,0.04797219852949835,0.07806456028511269,0.17799166845972,0.20900081088745104,1.510481595993042,29000,454,403607552
19,train,encoder.layers.0.attention.attention,qk_scores,2.4667396296600423,3.180197354709131,0.3680452105254744,0.3865689378524662,20.866580963134766,29000,454,180782592
19,train,encoder.layers.0.attention.attention,softmax_probs,0.013343230745600494,0.06393567333347383,0.376383038721376,0.3773291723991195,0.9982600212097168,29000,454,180782592
